_______June_2022_____________T-AIRS(^S^o^N^C) Anomaly vs 2007-2016              
   i   j     lon     lat    array(i,j)
  23  38 -135.00  -15.00       -0.7549
  24  38 -133.00  -15.00       -0.7270
  25  38 -131.00  -15.00       -0.7216
  26  38 -129.00  -15.00       -0.6652
  27  38 -127.00  -15.00       -0.7523
  28  38 -125.00  -15.00       -0.7878
  29  38 -123.00  -15.00       -0.7658
  30  38 -121.00  -15.00       -0.7640
  31  38 -119.00  -15.00       -0.7597
  32  38 -117.00  -15.00       -0.7624
  33  38 -115.00  -15.00       -0.7377
  34  38 -113.00  -15.00       -0.6743
  35  38 -111.00  -15.00       -0.6556
  36  38 -109.00  -15.00       -0.7982
  37  38 -107.00  -15.00       -0.5832
  38  38 -105.00  -15.00       -0.6002
  39  38 -103.00  -15.00       -0.5732
  40  38 -101.00  -15.00       -0.6383
  41  38  -99.00  -15.00       -0.6140
  42  38  -97.00  -15.00       -0.4318
  43  38  -95.00  -15.00       -0.2221
  44  38  -93.00  -15.00       -0.1812
  45  38  -91.00  -15.00       -0.3472
  46  38  -89.00  -15.00       -0.3146
  47  38  -87.00  -15.00       -0.5888
  48  38  -85.00  -15.00       -0.6913
  49  38  -83.00  -15.00       -0.9332
  50  38  -81.00  -15.00       -0.4551
  51  38  -79.00  -15.00        0.0981
  52  38  -77.00  -15.00       -0.1049
  53  38  -75.00  -15.00       -0.4386
  54  38  -73.00  -15.00       -0.5152
  55  38  -71.00  -15.00       -0.6896
  56  38  -69.00  -15.00       -0.4971
  57  38  -67.00  -15.00       -0.8712
  58  38  -65.00  -15.00       -0.5984
  59  38  -63.00  -15.00       -0.0242
  60  38  -61.00  -15.00        0.2625
  61  38  -59.00  -15.00       -0.0353
  62  38  -57.00  -15.00       -0.6614
  63  38  -55.00  -15.00       -0.3085
  64  38  -53.00  -15.00        0.5688
  65  38  -51.00  -15.00        0.6179
  66  38  -49.00  -15.00        0.4164
  67  38  -47.00  -15.00        0.2451
  68  38  -45.00  -15.00       -0.1492
  69  38  -43.00  -15.00       -0.2143
  70  38  -41.00  -15.00        0.2539
  71  38  -39.00  -15.00        0.2987
  72  38  -37.00  -15.00        0.1667
  73  38  -35.00  -15.00        0.3249
  74  38  -33.00  -15.00        0.3799
  75  38  -31.00  -15.00        0.3935
  76  38  -29.00  -15.00        0.3407
  77  38  -27.00  -15.00        0.2324
  78  38  -25.00  -15.00        0.2538
  79  38  -23.00  -15.00        0.4531
  80  38  -21.00  -15.00        0.5397
  81  38  -19.00  -15.00        0.3525
  82  38  -17.00  -15.00        0.4014
  83  38  -15.00  -15.00        0.4263
  84  38  -13.00  -15.00        0.4545
  85  38  -11.00  -15.00        0.3985
  86  38   -9.00  -15.00        0.3655
  87  38   -7.00  -15.00        0.4197
  88  38   -5.00  -15.00        0.5284
  89  38   -3.00  -15.00        0.5783
  90  38   -1.00  -15.00        0.3463
  91  38    1.00  -15.00        0.6917
  92  38    3.00  -15.00        0.5080
  93  38    5.00  -15.00        0.4880
  94  38    7.00  -15.00        0.8038
  95  38    9.00  -15.00        1.1147
  96  38   11.00  -15.00        1.1478
  97  38   13.00  -15.00        0.7220
  98  38   15.00  -15.00       -0.1275
  99  38   17.00  -15.00       -0.2679
 100  38   19.00  -15.00       -0.8549
 101  38   21.00  -15.00       -0.9739
 102  38   23.00  -15.00       -1.2450
 103  38   25.00  -15.00       -1.7262
 104  38   27.00  -15.00       -1.8898
 105  38   29.00  -15.00       -2.1017
 106  38   31.00  -15.00       -2.8091
 107  38   33.00  -15.00       -3.4898
 108  38   35.00  -15.00       -3.4160
 109  38   37.00  -15.00       -1.3327
 110  38   39.00  -15.00       -0.5783
 111  38   41.00  -15.00       -0.1269
 112  38   43.00  -15.00       -0.0718
 113  38   45.00  -15.00       -0.2220
 114  38   47.00  -15.00       -0.4642
 115  38   49.00  -15.00       -0.6145
 116  38   51.00  -15.00       -0.3890
 117  38   53.00  -15.00       -0.1223
 118  38   55.00  -15.00       -0.1730
 119  38   57.00  -15.00       -0.1597
 120  38   59.00  -15.00       -0.1860
 121  38   61.00  -15.00       -0.1667
 122  38   63.00  -15.00       -0.1738
 123  38   65.00  -15.00       -0.1411
 124  38   67.00  -15.00       -0.0037
 125  38   69.00  -15.00        0.1273
 126  38   71.00  -15.00        0.1529
 127  38   73.00  -15.00        0.1124
 128  38   75.00  -15.00        0.0778
 129  38   77.00  -15.00       -0.0016
 130  38   79.00  -15.00       -0.0225
 131  38   81.00  -15.00        0.0183
 132  38   83.00  -15.00        0.1265
 133  38   85.00  -15.00        0.2310
 134  38   87.00  -15.00        0.1778
 135  38   89.00  -15.00        0.0483
 136  38   91.00  -15.00        0.2009
 137  38   93.00  -15.00        0.3393
 138  38   95.00  -15.00        0.3328
 139  38   97.00  -15.00        0.3337
 140  38   99.00  -15.00        0.2592
 141  38  101.00  -15.00        0.2776
 142  38  103.00  -15.00        0.4687
 143  38  105.00  -15.00        0.5804
 144  38  107.00  -15.00        0.8036
 145  38  109.00  -15.00        0.7871
 146  38  111.00  -15.00        0.8231
 147  38  113.00  -15.00        0.7353
 148  38  115.00  -15.00        0.8254
 149  38  117.00  -15.00        0.9166
 150  38  119.00  -15.00        0.9967
 151  38  121.00  -15.00        1.0985
 152  38  123.00  -15.00        1.0324
 153  38  125.00  -15.00        0.5890
 154  38  127.00  -15.00        0.3242
 155  38  129.00  -15.00        0.7725
 156  38  131.00  -15.00        1.0210
 157  38  133.00  -15.00        1.8838
 158  38  135.00  -15.00        1.8403
 159  38  137.00  -15.00        1.0854
 160  38  139.00  -15.00        0.7420
 161  38  141.00  -15.00        0.7438
 162  38  143.00  -15.00       -0.1071
 163  38  145.00  -15.00       -0.7274
 164  38  147.00  -15.00        0.3492
 165  38  149.00  -15.00        0.8035
 166  38  151.00  -15.00        0.7516
 167  38  153.00  -15.00        0.8880
 168  38  155.00  -15.00        1.1841
 169  38  157.00  -15.00        1.2645
 170  38  159.00  -15.00        1.1643
 171  38  161.00  -15.00        1.1692
 172  38  163.00  -15.00        1.0440
 173  38  165.00  -15.00        1.0967
 174  38  167.00  -15.00        1.1898
 175  38  169.00  -15.00        0.9940
 176  38  171.00  -15.00        0.6889
 177  38  173.00  -15.00        0.4933
 178  38  175.00  -15.00        0.4255
 179  38  177.00  -15.00        0.3706
 180  38  179.00  -15.00        0.5317
   1  39 -179.00  -13.00        0.2989
   2  39 -177.00  -13.00        0.3472
   3  39 -175.00  -13.00        0.2643
   4  39 -173.00  -13.00        0.1906
   5  39 -171.00  -13.00        0.0925
   6  39 -169.00  -13.00        0.0028
   7  39 -167.00  -13.00       -0.0358
   8  39 -165.00  -13.00       -0.0765
   9  39 -163.00  -13.00       -0.1797
  10  39 -161.00  -13.00       -0.3864
  11  39 -159.00  -13.00       -0.4935
  12  39 -157.00  -13.00       -0.5173
  13  39 -155.00  -13.00       -0.6149
  14  39 -153.00  -13.00       -0.6897
  15  39 -151.00  -13.00       -0.7017
  16  39 -149.00  -13.00       -0.7055
  17  39 -147.00  -13.00       -0.7470
  18  39 -145.00  -13.00       -0.7444
  19  39 -143.00  -13.00       -0.8276
  20  39 -141.00  -13.00       -0.8899
  21  39 -139.00  -13.00       -0.8542
  22  39 -137.00  -13.00       -0.8735
  23  39 -135.00  -13.00       -0.9179
  24  39 -133.00  -13.00       -0.9400
  25  39 -131.00  -13.00       -0.9230
  26  39 -129.00  -13.00       -0.8797
  27  39 -127.00  -13.00       -0.8691
  28  39 -125.00  -13.00       -0.8624
  29  39 -123.00  -13.00       -0.9017
  30  39 -121.00  -13.00       -0.8808
  31  39 -119.00  -13.00       -0.8149
  32  39 -117.00  -13.00       -0.8015
  33  39 -115.00  -13.00       -0.8143
  34  39 -113.00  -13.00       -0.7828
  35  39 -111.00  -13.00       -0.7256
  36  39 -109.00  -13.00       -0.6977
  37  39 -107.00  -13.00       -0.6657
  38  39 -105.00  -13.00       -0.7016
  39  39 -103.00  -13.00       -0.6785
  40  39 -101.00  -13.00       -0.5855
  41  39  -99.00  -13.00       -0.4611
  42  39  -97.00  -13.00       -0.3630
  43  39  -95.00  -13.00       -0.3381
  44  39  -93.00  -13.00       -0.4060
  45  39  -91.00  -13.00       -0.5672
  46  39  -89.00  -13.00       -0.8688
  47  39  -87.00  -13.00       -1.0616
  48  39  -85.00  -13.00       -1.0001
  49  39  -83.00  -13.00       -0.9724
  50  39  -81.00  -13.00       -0.9237
  51  39  -79.00  -13.00       -0.6380
  52  39  -77.00  -13.00       -0.4524
  53  39  -75.00  -13.00       -0.9672
  54  39  -73.00  -13.00       -0.2144
  55  39  -71.00  -13.00       -0.4069
  56  39  -69.00  -13.00       -0.8767
  57  39  -67.00  -13.00       -1.0949
  58  39  -65.00  -13.00       -0.9654
  59  39  -63.00  -13.00       -0.3607
  60  39  -61.00  -13.00        0.0967
  61  39  -59.00  -13.00       -0.0320
  62  39  -57.00  -13.00       -0.1563
  63  39  -55.00  -13.00        0.2974
  64  39  -53.00  -13.00        0.2719
  65  39  -51.00  -13.00        0.2345
  66  39  -49.00  -13.00        0.1548
  67  39  -47.00  -13.00        0.1472
  68  39  -45.00  -13.00       -0.0826
  69  39  -43.00  -13.00       -0.2731
  70  39  -41.00  -13.00       -0.0111
  71  39  -39.00  -13.00        0.4837
  72  39  -37.00  -13.00        0.1815
  73  39  -35.00  -13.00        0.4679
  74  39  -33.00  -13.00        0.4134
  75  39  -31.00  -13.00        0.4322
  76  39  -29.00  -13.00        0.5016
  77  39  -27.00  -13.00        0.5580
  78  39  -25.00  -13.00        0.5942
  79  39  -23.00  -13.00        0.6207
  80  39  -21.00  -13.00        0.6071
  81  39  -19.00  -13.00        0.5190
  82  39  -17.00  -13.00        0.5598
  83  39  -15.00  -13.00        0.5316
  84  39  -13.00  -13.00        0.5128
  85  39  -11.00  -13.00        0.5434
  86  39   -9.00  -13.00        0.4677
  87  39   -7.00  -13.00        0.4742
  88  39   -5.00  -13.00        0.6294
  89  39   -3.00  -13.00        0.5693
  90  39   -1.00  -13.00        0.5109
  91  39    1.00  -13.00        0.6013
  92  39    3.00  -13.00        0.8568
  93  39    5.00  -13.00        0.7419
  94  39    7.00  -13.00        0.8678
  95  39    9.00  -13.00        1.0063
  96  39   11.00  -13.00        1.0875
  97  39   13.00  -13.00        0.8266
  98  39   15.00  -13.00       -0.2630
  99  39   17.00  -13.00       -0.7148
 100  39   19.00  -13.00       -0.9757
 101  39   21.00  -13.00       -0.6342
 102  39   23.00  -13.00       -0.9450
 103  39   25.00  -13.00       -1.3051
 104  39   27.00  -13.00       -1.4438
 105  39   29.00  -13.00       -1.5598
 106  39   31.00  -13.00       -1.8134
 107  39   33.00  -13.00       -1.8953
 108  39   35.00  -13.00       -1.3944
 109  39   37.00  -13.00       -1.0952
 110  39   39.00  -13.00       -0.6956
 111  39   41.00  -13.00       -0.2016
 112  39   43.00  -13.00       -0.0417
 113  39   45.00  -13.00       -0.1204
 114  39   47.00  -13.00       -0.2266
 115  39   49.00  -13.00       -0.3005
 116  39   51.00  -13.00       -0.3806
 117  39   53.00  -13.00       -0.0601
 118  39   55.00  -13.00       -0.0072
 119  39   57.00  -13.00       -0.0016
 120  39   59.00  -13.00       -0.1144
 121  39   61.00  -13.00       -0.1149
 122  39   63.00  -13.00        0.0422
 123  39   65.00  -13.00        0.2152
 124  39   67.00  -13.00        0.2798
 125  39   69.00  -13.00        0.2784
 126  39   71.00  -13.00        0.2486
 127  39   73.00  -13.00        0.0813
 128  39   75.00  -13.00       -0.0074
 129  39   77.00  -13.00        0.2066
 130  39   79.00  -13.00        0.3924
 131  39   81.00  -13.00        0.3271
 132  39   83.00  -13.00        0.1703
 133  39   85.00  -13.00        0.1487
 134  39   87.00  -13.00        0.2506
 135  39   89.00  -13.00        0.5333
 136  39   91.00  -13.00        0.3335
 137  39   93.00  -13.00        0.2793
 138  39   95.00  -13.00        0.3334
 139  39   97.00  -13.00        0.2790
 140  39   99.00  -13.00        0.3252
 141  39  101.00  -13.00        0.4954
 142  39  103.00  -13.00        0.6774
 143  39  105.00  -13.00        0.8420
 144  39  107.00  -13.00        0.9380
 145  39  109.00  -13.00        1.0028
 146  39  111.00  -13.00        0.9810
 147  39  113.00  -13.00        0.9504
 148  39  115.00  -13.00        0.9322
 149  39  117.00  -13.00        0.9387
 150  39  119.00  -13.00        0.9827
 151  39  121.00  -13.00        1.0555
 152  39  123.00  -13.00        1.1177
 153  39  125.00  -13.00        1.1514
 154  39  127.00  -13.00        1.2308
 155  39  129.00  -13.00        0.9489
 156  39  131.00  -13.00        0.9448
 157  39  133.00  -13.00        1.5660
 158  39  135.00  -13.00        1.1989
 159  39  137.00  -13.00        0.5385
 160  39  139.00  -13.00        0.6807
 161  39  141.00  -13.00        0.4856
 162  39  143.00  -13.00       -1.3376
 163  39  145.00  -13.00        0.2016
 164  39  147.00  -13.00        0.7639
 165  39  149.00  -13.00        1.1213
 166  39  151.00  -13.00        1.3375
 167  39  153.00  -13.00        1.5015
 168  39  155.00  -13.00        1.4490
 169  39  157.00  -13.00        1.2141
 170  39  159.00  -13.00        1.2290
 171  39  161.00  -13.00        1.2852
 172  39  163.00  -13.00        0.9232
 173  39  165.00  -13.00        0.9525
 174  39  167.00  -13.00        0.9673
 175  39  169.00  -13.00        0.7867
 176  39  171.00  -13.00        0.5265
 177  39  173.00  -13.00        0.3240
 178  39  175.00  -13.00        0.2460
 179  39  177.00  -13.00        0.2722
 180  39  179.00  -13.00        0.2460
   1  40 -179.00  -11.00        0.0706
   2  40 -177.00  -11.00       -0.0175
   3  40 -175.00  -11.00       -0.0971
   4  40 -173.00  -11.00       -0.1422
   5  40 -171.00  -11.00       -0.2134
   6  40 -169.00  -11.00       -0.2672
   7  40 -167.00  -11.00       -0.2647
   8  40 -165.00  -11.00       -0.2959
   9  40 -163.00  -11.00       -0.4312
  10  40 -161.00  -11.00       -0.5099
  11  40 -159.00  -11.00       -0.6253
  12  40 -157.00  -11.00       -0.6653
  13  40 -155.00  -11.00       -0.7029
  14  40 -153.00  -11.00       -0.7635
  15  40 -151.00  -11.00       -0.7872
  16  40 -149.00  -11.00       -0.7562
  17  40 -147.00  -11.00       -0.7602
  18  40 -145.00  -11.00       -0.7741
  19  40 -143.00  -11.00       -0.9030
  20  40 -141.00  -11.00       -0.9858
  21  40 -139.00  -11.00       -0.9458
  22  40 -137.00  -11.00       -0.9436
  23  40 -135.00  -11.00       -0.9616
  24  40 -133.00  -11.00       -0.9413
  25  40 -131.00  -11.00       -0.8762
  26  40 -129.00  -11.00       -0.8218
  27  40 -127.00  -11.00       -0.7916
  28  40 -125.00  -11.00       -0.8376
  29  40 -123.00  -11.00       -0.8443
  30  40 -121.00  -11.00       -0.8240
  31  40 -119.00  -11.00       -0.8367
  32  40 -117.00  -11.00       -0.8602
  33  40 -115.00  -11.00       -0.8244
  34  40 -113.00  -11.00       -0.7427
  35  40 -111.00  -11.00       -0.7308
  36  40 -109.00  -11.00       -0.7052
  37  40 -107.00  -11.00       -0.6752
  38  40 -105.00  -11.00       -0.6852
  39  40 -103.00  -11.00       -0.6262
  40  40 -101.00  -11.00       -0.5683
  41  40  -99.00  -11.00       -0.4632
  42  40  -97.00  -11.00       -0.3438
  43  40  -95.00  -11.00       -0.3033
  44  40  -93.00  -11.00       -0.3820
  45  40  -91.00  -11.00       -0.4907
  46  40  -89.00  -11.00       -0.6834
  47  40  -87.00  -11.00       -0.9096
  48  40  -85.00  -11.00       -0.8222
  49  40  -83.00  -11.00       -1.4006
  50  40  -81.00  -11.00       -1.5363
  51  40  -79.00  -11.00       -0.9512
  52  40  -77.00  -11.00       -0.4740
  53  40  -75.00  -11.00       -0.6667
  54  40  -73.00  -11.00        0.2087
  55  40  -71.00  -11.00       -0.1298
  56  40  -69.00  -11.00       -0.5259
  57  40  -67.00  -11.00       -0.9756
  58  40  -65.00  -11.00       -0.8310
  59  40  -63.00  -11.00       -0.3071
  60  40  -61.00  -11.00       -0.0611
  61  40  -59.00  -11.00       -0.2887
  62  40  -57.00  -11.00       -0.3084
  63  40  -55.00  -11.00        0.3980
  64  40  -53.00  -11.00        0.3002
  65  40  -51.00  -11.00        0.2336
  66  40  -49.00  -11.00        0.1160
  67  40  -47.00  -11.00       -0.1579
  68  40  -45.00  -11.00       -0.3014
  69  40  -43.00  -11.00       -0.2101
  70  40  -41.00  -11.00       -0.1385
  71  40  -39.00  -11.00       -0.5093
  72  40  -37.00  -11.00       -1.3854
  73  40  -35.00  -11.00        0.3393
  74  40  -33.00  -11.00        0.4572
  75  40  -31.00  -11.00        0.5713
  76  40  -29.00  -11.00        0.6679
  77  40  -27.00  -11.00        0.7217
  78  40  -25.00  -11.00        0.6769
  79  40  -23.00  -11.00        0.5608
  80  40  -21.00  -11.00        0.5130
  81  40  -19.00  -11.00        0.5119
  82  40  -17.00  -11.00        0.5273
  83  40  -15.00  -11.00        0.4937
  84  40  -13.00  -11.00        0.3692
  85  40  -11.00  -11.00        0.3164
  86  40   -9.00  -11.00        0.2792
  87  40   -7.00  -11.00        0.2498
  88  40   -5.00  -11.00        0.2547
  89  40   -3.00  -11.00        0.2675
  90  40   -1.00  -11.00        0.2558
  91  40    1.00  -11.00        0.5323
  92  40    3.00  -11.00        0.6856
  93  40    5.00  -11.00        0.7568
  94  40    7.00  -11.00        0.7979
  95  40    9.00  -11.00        0.8624
  96  40   11.00  -11.00        0.9682
  97  40   13.00  -11.00        0.8452
  98  40   15.00  -11.00        0.0395
  99  40   17.00  -11.00       -1.0544
 100  40   19.00  -11.00       -0.9302
 101  40   21.00  -11.00       -0.7745
 102  40   23.00  -11.00       -0.9038
 103  40   25.00  -11.00       -1.2250
 104  40   27.00  -11.00       -1.3890
 105  40   29.00  -11.00       -1.3962
 106  40   31.00  -11.00       -1.4783
 107  40   33.00  -11.00       -1.6350
 108  40   35.00  -11.00       -1.2014
 109  40   37.00  -11.00       -0.7944
 110  40   39.00  -11.00       -0.5536
 111  40   41.00  -11.00       -0.1321
 112  40   43.00  -11.00       -0.0267
 113  40   45.00  -11.00       -0.0619
 114  40   47.00  -11.00       -0.0682
 115  40   49.00  -11.00       -0.0360
 116  40   51.00  -11.00       -0.0142
 117  40   53.00  -11.00       -0.0173
 118  40   55.00  -11.00       -0.0304
 119  40   57.00  -11.00       -0.0906
 120  40   59.00  -11.00       -0.1118
 121  40   61.00  -11.00       -0.0182
 122  40   63.00  -11.00        0.1503
 123  40   65.00  -11.00        0.2790
 124  40   67.00  -11.00        0.3194
 125  40   69.00  -11.00        0.3377
 126  40   71.00  -11.00        0.2789
 127  40   73.00  -11.00        0.2094
 128  40   75.00  -11.00        0.2219
 129  40   77.00  -11.00        0.3373
 130  40   79.00  -11.00        0.4468
 131  40   81.00  -11.00        0.4221
 132  40   83.00  -11.00        0.3469
 133  40   85.00  -11.00        0.2874
 134  40   87.00  -11.00        0.1812
 135  40   89.00  -11.00        0.4228
 136  40   91.00  -11.00        0.2588
 137  40   93.00  -11.00        0.1912
 138  40   95.00  -11.00        0.2250
 139  40   97.00  -11.00        0.3712
 140  40   99.00  -11.00        0.5095
 141  40  101.00  -11.00        0.6409
 142  40  103.00  -11.00        0.8164
 143  40  105.00  -11.00        0.9832
 144  40  107.00  -11.00        0.9934
 145  40  109.00  -11.00        1.1202
 146  40  111.00  -11.00        1.0694
 147  40  113.00  -11.00        1.0634
 148  40  115.00  -11.00        1.0739
 149  40  117.00  -11.00        1.0913
 150  40  119.00  -11.00        1.0536
 151  40  121.00  -11.00        0.8981
 152  40  123.00  -11.00        0.6758
 153  40  125.00  -11.00        0.6673
 154  40  127.00  -11.00        1.1317
 155  40  129.00  -11.00        1.1076
 156  40  131.00  -11.00        1.0401
 157  40  133.00  -11.00        1.1444
 158  40  135.00  -11.00        1.0507
 159  40  137.00  -11.00        0.8928
 160  40  139.00  -11.00        0.8965
 161  40  141.00  -11.00        0.8109
 162  40  143.00  -11.00        0.5321
 163  40  145.00  -11.00        0.8031
 164  40  147.00  -11.00        1.5154
 165  40  149.00  -11.00        1.8065
 166  40  151.00  -11.00        2.0865
 167  40  153.00  -11.00        1.9277
 168  40  155.00  -11.00        1.4250
 169  40  157.00  -11.00        1.0992
 170  40  159.00  -11.00        1.1752
 171  40  161.00  -11.00        1.0668
 172  40  163.00  -11.00        0.7789
 173  40  165.00  -11.00        0.8036
 174  40  167.00  -11.00        0.7588
 175  40  169.00  -11.00        0.5575
 176  40  171.00  -11.00        0.3871
 177  40  173.00  -11.00        0.2647
 178  40  175.00  -11.00        0.1617
 179  40  177.00  -11.00        0.1583
 180  40  179.00  -11.00        0.0936
   1  41 -179.00   -9.00       -0.1023
   2  41 -177.00   -9.00       -0.1776
   3  41 -175.00   -9.00       -0.2797
   4  41 -173.00   -9.00       -0.3159
   5  41 -171.00   -9.00       -0.3698
   6  41 -169.00   -9.00       -0.4187
   7  41 -167.00   -9.00       -0.4333
   8  41 -165.00   -9.00       -0.4893
   9  41 -163.00   -9.00       -0.5206
  10  41 -161.00   -9.00       -0.6455
  11  41 -159.00   -9.00       -0.7255
  12  41 -157.00   -9.00       -0.7500
  13  41 -155.00   -9.00       -0.7474
  14  41 -153.00   -9.00       -0.7597
  15  41 -151.00   -9.00       -0.7672
  16  41 -149.00   -9.00       -0.7541
  17  41 -147.00   -9.00       -0.7671
  18  41 -145.00   -9.00       -0.8167
  19  41 -143.00   -9.00       -0.9112
  20  41 -141.00   -9.00       -0.9825
  21  41 -139.00   -9.00       -0.9252
  22  41 -137.00   -9.00       -0.8997
  23  41 -135.00   -9.00       -0.8937
  24  41 -133.00   -9.00       -0.8792
  25  41 -131.00   -9.00       -0.8351
  26  41 -129.00   -9.00       -0.7522
  27  41 -127.00   -9.00       -0.7376
  28  41 -125.00   -9.00       -0.7968
  29  41 -123.00   -9.00       -0.8238
  30  41 -121.00   -9.00       -0.8195
  31  41 -119.00   -9.00       -0.7888
  32  41 -117.00   -9.00       -0.7931
  33  41 -115.00   -9.00       -0.7466
  34  41 -113.00   -9.00       -0.6213
  35  41 -111.00   -9.00       -0.5771
  36  41 -109.00   -9.00       -0.5290
  37  41 -107.00   -9.00       -0.4865
  38  41 -105.00   -9.00       -0.4721
  39  41 -103.00   -9.00       -0.5112
  40  41 -101.00   -9.00       -0.4726
  41  41  -99.00   -9.00       -0.3772
  42  41  -97.00   -9.00       -0.3023
  43  41  -95.00   -9.00       -0.3129
  44  41  -93.00   -9.00       -0.4044
  45  41  -91.00   -9.00       -0.4450
  46  41  -89.00   -9.00       -0.6993
  47  41  -87.00   -9.00       -0.7946
  48  41  -85.00   -9.00       -0.7741
  49  41  -83.00   -9.00       -1.7814
  50  41  -81.00   -9.00       -1.8111
  51  41  -79.00   -9.00       -1.0837
  52  41  -77.00   -9.00       -0.7104
  53  41  -75.00   -9.00       -0.2585
  54  41  -73.00   -9.00        0.1772
  55  41  -71.00   -9.00        0.1232
  56  41  -69.00   -9.00       -0.3594
  57  41  -67.00   -9.00       -0.8090
  58  41  -65.00   -9.00       -0.6432
  59  41  -63.00   -9.00       -0.3277
  60  41  -61.00   -9.00       -0.3213
  61  41  -59.00   -9.00       -0.5584
  62  41  -57.00   -9.00       -0.4989
  63  41  -55.00   -9.00        0.2162
  64  41  -53.00   -9.00       -0.0623
  65  41  -51.00   -9.00        0.0460
  66  41  -49.00   -9.00       -0.1333
  67  41  -47.00   -9.00       -0.4151
  68  41  -45.00   -9.00       -0.5995
  69  41  -43.00   -9.00       -0.7098
  70  41  -41.00   -9.00       -1.0953
  71  41  -39.00   -9.00       -1.9765
  72  41  -37.00   -9.00       -2.0124
  73  41  -35.00   -9.00        0.2945
  74  41  -33.00   -9.00        0.4067
  75  41  -31.00   -9.00        0.5350
  76  41  -29.00   -9.00        0.6118
  77  41  -27.00   -9.00        0.6176
  78  41  -25.00   -9.00        0.5679
  79  41  -23.00   -9.00        0.4904
  80  41  -21.00   -9.00        0.4123
  81  41  -19.00   -9.00        0.3711
  82  41  -17.00   -9.00        0.3561
  83  41  -15.00   -9.00        0.3137
  84  41  -13.00   -9.00        0.2387
  85  41  -11.00   -9.00        0.1579
  86  41   -9.00   -9.00        0.1285
  87  41   -7.00   -9.00        0.1111
  88  41   -5.00   -9.00        0.0902
  89  41   -3.00   -9.00        0.1449
  90  41   -1.00   -9.00        0.1746
  91  41    1.00   -9.00        0.5564
  92  41    3.00   -9.00        0.7066
  93  41    5.00   -9.00        0.8015
  94  41    7.00   -9.00        0.8016
  95  41    9.00   -9.00        0.7905
  96  41   11.00   -9.00        0.9635
  97  41   13.00   -9.00        1.1517
  98  41   15.00   -9.00        0.6480
  99  41   17.00   -9.00       -0.8929
 100  41   19.00   -9.00       -0.8337
 101  41   21.00   -9.00       -0.5999
 102  41   23.00   -9.00       -0.4421
 103  41   25.00   -9.00       -0.6743
 104  41   27.00   -9.00       -0.8990
 105  41   29.00   -9.00       -0.9477
 106  41   31.00   -9.00       -0.9466
 107  41   33.00   -9.00       -1.0020
 108  41   35.00   -9.00       -0.9934
 109  41   37.00   -9.00       -0.7486
 110  41   39.00   -9.00       -0.2248
 111  41   41.00   -9.00        0.0678
 112  41   43.00   -9.00        0.0945
 113  41   45.00   -9.00        0.0247
 114  41   47.00   -9.00       -0.0436
 115  41   49.00   -9.00       -0.0758
 116  41   51.00   -9.00       -0.0360
 117  41   53.00   -9.00        0.0127
 118  41   55.00   -9.00        0.0171
 119  41   57.00   -9.00       -0.0334
 120  41   59.00   -9.00       -0.0850
 121  41   61.00   -9.00       -0.0428
 122  41   63.00   -9.00        0.0745
 123  41   65.00   -9.00        0.2027
 124  41   67.00   -9.00        0.2855
 125  41   69.00   -9.00        0.2838
 126  41   71.00   -9.00        0.1113
 127  41   73.00   -9.00        0.0592
 128  41   75.00   -9.00        0.2458
 129  41   77.00   -9.00        0.4286
 130  41   79.00   -9.00        0.5550
 131  41   81.00   -9.00        0.5037
 132  41   83.00   -9.00        0.3891
 133  41   85.00   -9.00        0.3018
 134  41   87.00   -9.00        0.1554
 135  41   89.00   -9.00        0.3113
 136  41   91.00   -9.00        0.2613
 137  41   93.00   -9.00        0.1994
 138  41   95.00   -9.00        0.2048
 139  41   97.00   -9.00        0.3910
 140  41   99.00   -9.00        0.5776
 141  41  101.00   -9.00        0.6850
 142  41  103.00   -9.00        0.7598
 143  41  105.00   -9.00        0.8127
 144  41  107.00   -9.00        0.6494
 145  41  109.00   -9.00        0.8840
 146  41  111.00   -9.00        0.6893
 147  41  113.00   -9.00        0.8203
 148  41  115.00   -9.00        0.8902
 149  41  117.00   -9.00        0.9731
 150  41  119.00   -9.00        0.9375
 151  41  121.00   -9.00        0.6992
 152  41  123.00   -9.00        0.5151
 153  41  125.00   -9.00        0.4377
 154  41  127.00   -9.00        1.0450
 155  41  129.00   -9.00        1.1528
 156  41  131.00   -9.00        0.8112
 157  41  133.00   -9.00        1.0551
 158  41  135.00   -9.00        1.2382
 159  41  137.00   -9.00        1.3883
 160  41  139.00   -9.00        1.6188
 161  41  141.00   -9.00        1.4578
 162  41  143.00   -9.00        1.9609
 163  41  145.00   -9.00        2.1198
 164  41  147.00   -9.00        1.9488
 165  41  149.00   -9.00        1.7212
 166  41  151.00   -9.00        1.7044
 167  41  153.00   -9.00        1.4627
 168  41  155.00   -9.00        1.1449
 169  41  157.00   -9.00        1.0030
 170  41  159.00   -9.00        0.7804
 171  41  161.00   -9.00        0.6085
 172  41  163.00   -9.00        0.4944
 173  41  165.00   -9.00        0.4405
 174  41  167.00   -9.00        0.3988
 175  41  169.00   -9.00        0.2833
 176  41  171.00   -9.00        0.1798
 177  41  173.00   -9.00        0.0875
 178  41  175.00   -9.00       -0.0014
 179  41  177.00   -9.00       -0.0243
 180  41  179.00   -9.00       -0.1105
