_______June_2022_____________T-AIRS(^S^o^N^C) Anomaly vs 2007-2016              
   i   j     lon     lat    array(i,j)
   1  42 -179.00   -7.00       -0.3290
   2  42 -177.00   -7.00       -0.3753
   3  42 -175.00   -7.00       -0.4298
   4  42 -173.00   -7.00       -0.4613
   5  42 -171.00   -7.00       -0.5281
   6  42 -169.00   -7.00       -0.5923
   7  42 -167.00   -7.00       -0.6223
   8  42 -165.00   -7.00       -0.6735
   9  42 -163.00   -7.00       -0.6342
  10  42 -161.00   -7.00       -0.7780
  11  42 -159.00   -7.00       -0.8210
  12  42 -157.00   -7.00       -0.8345
  13  42 -155.00   -7.00       -0.8320
  14  42 -153.00   -7.00       -0.8127
  15  42 -151.00   -7.00       -0.7964
  16  42 -149.00   -7.00       -0.7962
  17  42 -147.00   -7.00       -0.8036
  18  42 -145.00   -7.00       -0.8618
  19  42 -143.00   -7.00       -0.8978
  20  42 -141.00   -7.00       -0.9258
  21  42 -139.00   -7.00       -0.9039
  22  42 -137.00   -7.00       -0.8807
  23  42 -135.00   -7.00       -0.8502
  24  42 -133.00   -7.00       -0.8161
  25  42 -131.00   -7.00       -0.7632
  26  42 -129.00   -7.00       -0.6628
  27  42 -127.00   -7.00       -0.6440
  28  42 -125.00   -7.00       -0.7389
  29  42 -123.00   -7.00       -0.7839
  30  42 -121.00   -7.00       -0.7739
  31  42 -119.00   -7.00       -0.6871
  32  42 -117.00   -7.00       -0.7069
  33  42 -115.00   -7.00       -0.7214
  34  42 -113.00   -7.00       -0.5843
  35  42 -111.00   -7.00       -0.4282
  36  42 -109.00   -7.00       -0.3234
  37  42 -107.00   -7.00       -0.2302
  38  42 -105.00   -7.00       -0.2127
  39  42 -103.00   -7.00       -0.3709
  40  42 -101.00   -7.00       -0.4413
  41  42  -99.00   -7.00       -0.4496
  42  42  -97.00   -7.00       -0.4273
  43  42  -95.00   -7.00       -0.4317
  44  42  -93.00   -7.00       -0.5524
  45  42  -91.00   -7.00       -0.5891
  46  42  -89.00   -7.00       -0.6235
  47  42  -87.00   -7.00       -0.7184
  48  42  -85.00   -7.00       -1.0305
  49  42  -83.00   -7.00       -1.8540
  50  42  -81.00   -7.00       -1.5032
  51  42  -79.00   -7.00       -0.6673
  52  42  -77.00   -7.00       -0.3940
  53  42  -75.00   -7.00        0.1882
  54  42  -73.00   -7.00        0.2931
  55  42  -71.00   -7.00        0.2487
  56  42  -69.00   -7.00       -0.3965
  57  42  -67.00   -7.00       -0.5936
  58  42  -65.00   -7.00       -0.4828
  59  42  -63.00   -7.00       -0.3421
  60  42  -61.00   -7.00       -0.4578
  61  42  -59.00   -7.00       -0.7346
  62  42  -57.00   -7.00       -0.6532
  63  42  -55.00   -7.00       -0.1796
  64  42  -53.00   -7.00       -0.3562
  65  42  -51.00   -7.00       -0.2076
  66  42  -49.00   -7.00       -0.2505
  67  42  -47.00   -7.00       -0.5049
  68  42  -45.00   -7.00       -0.7704
  69  42  -43.00   -7.00       -1.1701
  70  42  -41.00   -7.00       -2.0136
  71  42  -39.00   -7.00       -3.0323
  72  42  -37.00   -7.00       -2.0385
  73  42  -35.00   -7.00        0.2350
  74  42  -33.00   -7.00        0.3580
  75  42  -31.00   -7.00        0.4565
  76  42  -29.00   -7.00        0.5048
  77  42  -27.00   -7.00        0.4540
  78  42  -25.00   -7.00        0.3890
  79  42  -23.00   -7.00        0.3642
  80  42  -21.00   -7.00        0.2928
  81  42  -19.00   -7.00        0.2625
  82  42  -17.00   -7.00        0.2265
  83  42  -15.00   -7.00        0.1742
  84  42  -13.00   -7.00        0.1345
  85  42  -11.00   -7.00        0.0693
  86  42   -9.00   -7.00        0.0710
  87  42   -7.00   -7.00        0.1191
  88  42   -5.00   -7.00        0.1469
  89  42   -3.00   -7.00        0.1760
  90  42   -1.00   -7.00        0.2761
  91  42    1.00   -7.00        0.5508
  92  42    3.00   -7.00        0.8170
  93  42    5.00   -7.00        0.8873
  94  42    7.00   -7.00        0.8887
  95  42    9.00   -7.00        0.7982
  96  42   11.00   -7.00        1.0708
  97  42   13.00   -7.00        1.6592
  98  42   15.00   -7.00        1.4024
  99  42   17.00   -7.00       -0.2346
 100  42   19.00   -7.00       -0.3787
 101  42   21.00   -7.00       -0.1359
 102  42   23.00   -7.00        0.1662
 103  42   25.00   -7.00       -0.0126
 104  42   27.00   -7.00       -0.4339
 105  42   29.00   -7.00       -0.6198
 106  42   31.00   -7.00       -0.4357
 107  42   33.00   -7.00       -0.3102
 108  42   35.00   -7.00       -0.6878
 109  42   37.00   -7.00       -0.5343
 110  42   39.00   -7.00       -0.0405
 111  42   41.00   -7.00        0.2591
 112  42   43.00   -7.00        0.2301
 113  42   45.00   -7.00        0.0895
 114  42   47.00   -7.00       -0.0516
 115  42   49.00   -7.00       -0.1467
 116  42   51.00   -7.00       -0.0929
 117  42   53.00   -7.00        0.0560
 118  42   55.00   -7.00        0.0343
 119  42   57.00   -7.00        0.0579
 120  42   59.00   -7.00       -0.0498
 121  42   61.00   -7.00       -0.1093
 122  42   63.00   -7.00       -0.0230
 123  42   65.00   -7.00        0.1153
 124  42   67.00   -7.00        0.1882
 125  42   69.00   -7.00        0.1882
 126  42   71.00   -7.00        0.0024
 127  42   73.00   -7.00        0.0192
 128  42   75.00   -7.00        0.3014
 129  42   77.00   -7.00        0.4956
 130  42   79.00   -7.00        0.5808
 131  42   81.00   -7.00        0.4738
 132  42   83.00   -7.00        0.3116
 133  42   85.00   -7.00        0.2378
 134  42   87.00   -7.00        0.2012
 135  42   89.00   -7.00        0.2769
 136  42   91.00   -7.00        0.2458
 137  42   93.00   -7.00        0.1927
 138  42   95.00   -7.00        0.2092
 139  42   97.00   -7.00        0.3556
 140  42   99.00   -7.00        0.5067
 141  42  101.00   -7.00        0.5232
 142  42  103.00   -7.00        0.4128
 143  42  105.00   -7.00        0.3341
 144  42  107.00   -7.00        0.2963
 145  42  109.00   -7.00        0.4147
 146  42  111.00   -7.00        0.3924
 147  42  113.00   -7.00        0.5992
 148  42  115.00   -7.00        0.6866
 149  42  117.00   -7.00        0.7687
 150  42  119.00   -7.00        0.7946
 151  42  121.00   -7.00        0.6495
 152  42  123.00   -7.00        0.4634
 153  42  125.00   -7.00        0.6064
 154  42  127.00   -7.00        1.0870
 155  42  129.00   -7.00        1.2218
 156  42  131.00   -7.00        1.1827
 157  42  133.00   -7.00        1.6544
 158  42  135.00   -7.00        1.8974
 159  42  137.00   -7.00        2.0546
 160  42  139.00   -7.00        2.2843
 161  42  141.00   -7.00        1.9208
 162  42  143.00   -7.00        1.8637
 163  42  145.00   -7.00        2.0367
 164  42  147.00   -7.00        1.6981
 165  42  149.00   -7.00        1.3175
 166  42  151.00   -7.00        1.0898
 167  42  153.00   -7.00        0.8976
 168  42  155.00   -7.00        0.7374
 169  42  157.00   -7.00        0.6059
 170  42  159.00   -7.00        0.3782
 171  42  161.00   -7.00        0.2108
 172  42  163.00   -7.00        0.1752
 173  42  165.00   -7.00        0.0831
 174  42  167.00   -7.00        0.0279
 175  42  169.00   -7.00       -0.0400
 176  42  171.00   -7.00       -0.1172
 177  42  173.00   -7.00       -0.1881
 178  42  175.00   -7.00       -0.2370
 179  42  177.00   -7.00       -0.2667
 180  42  179.00   -7.00       -0.3542
   1  43 -179.00   -5.00       -0.6238
   2  43 -177.00   -5.00       -0.6810
   3  43 -175.00   -5.00       -0.6612
   4  43 -173.00   -5.00       -0.6647
   5  43 -171.00   -5.00       -0.7157
   6  43 -169.00   -5.00       -0.7619
   7  43 -167.00   -5.00       -0.7766
   8  43 -165.00   -5.00       -0.8049
   9  43 -163.00   -5.00       -0.7974
  10  43 -161.00   -5.00       -0.8492
  11  43 -159.00   -5.00       -0.8666
  12  43 -157.00   -5.00       -0.8833
  13  43 -155.00   -5.00       -0.8961
  14  43 -153.00   -5.00       -0.8783
  15  43 -151.00   -5.00       -0.8629
  16  43 -149.00   -5.00       -0.8714
  17  43 -147.00   -5.00       -0.8664
  18  43 -145.00   -5.00       -0.9070
  19  43 -143.00   -5.00       -0.8777
  20  43 -141.00   -5.00       -0.8052
  21  43 -139.00   -5.00       -0.8267
  22  43 -137.00   -5.00       -0.8272
  23  43 -135.00   -5.00       -0.8116
  24  43 -133.00   -5.00       -0.7583
  25  43 -131.00   -5.00       -0.6487
  26  43 -129.00   -5.00       -0.5382
  27  43 -127.00   -5.00       -0.5382
  28  43 -125.00   -5.00       -0.6718
  29  43 -123.00   -5.00       -0.7711
  30  43 -121.00   -5.00       -0.7343
  31  43 -119.00   -5.00       -0.6009
  32  43 -117.00   -5.00       -0.6040
  33  43 -115.00   -5.00       -0.6513
  34  43 -113.00   -5.00       -0.5479
  35  43 -111.00   -5.00       -0.3546
  36  43 -109.00   -5.00       -0.2751
  37  43 -107.00   -5.00       -0.1080
  38  43 -105.00   -5.00       -0.0413
  39  43 -103.00   -5.00       -0.2208
  40  43 -101.00   -5.00       -0.4330
  41  43  -99.00   -5.00       -0.5781
  42  43  -97.00   -5.00       -0.6127
  43  43  -95.00   -5.00       -0.6255
  44  43  -93.00   -5.00       -0.7517
  45  43  -91.00   -5.00       -0.6349
  46  43  -89.00   -5.00       -0.4155
  47  43  -87.00   -5.00       -0.8072
  48  43  -85.00   -5.00       -1.5207
  49  43  -83.00   -5.00       -1.7721
  50  43  -81.00   -5.00       -1.1919
  51  43  -79.00   -5.00       -0.3036
  52  43  -77.00   -5.00        0.2507
  53  43  -75.00   -5.00        0.4763
  54  43  -73.00   -5.00        0.5250
  55  43  -71.00   -5.00        0.1614
  56  43  -69.00   -5.00       -0.4274
  57  43  -67.00   -5.00       -0.4715
  58  43  -65.00   -5.00       -0.5360
  59  43  -63.00   -5.00       -0.4727
  60  43  -61.00   -5.00       -0.5182
  61  43  -59.00   -5.00       -0.7568
  62  43  -57.00   -5.00       -0.6664
  63  43  -55.00   -5.00       -0.4614
  64  43  -53.00   -5.00       -0.3576
  65  43  -51.00   -5.00       -0.2540
  66  43  -49.00   -5.00       -0.1903
  67  43  -47.00   -5.00       -0.3644
  68  43  -45.00   -5.00       -0.5661
  69  43  -43.00   -5.00       -1.0468
  70  43  -41.00   -5.00       -2.0271
  71  43  -39.00   -5.00       -2.7957
  72  43  -37.00   -5.00       -1.3532
  73  43  -35.00   -5.00        0.2404
  74  43  -33.00   -5.00        0.3873
  75  43  -31.00   -5.00        0.4331
  76  43  -29.00   -5.00        0.4326
  77  43  -27.00   -5.00        0.3566
  78  43  -25.00   -5.00        0.2812
  79  43  -23.00   -5.00        0.2616
  80  43  -21.00   -5.00        0.2303
  81  43  -19.00   -5.00        0.2602
  82  43  -17.00   -5.00        0.1962
  83  43  -15.00   -5.00        0.1476
  84  43  -13.00   -5.00        0.1102
  85  43  -11.00   -5.00        0.0925
  86  43   -9.00   -5.00        0.1547
  87  43   -7.00   -5.00        0.2776
  88  43   -5.00   -5.00        0.3589
  89  43   -3.00   -5.00        0.3392
  90  43   -1.00   -5.00        0.4608
  91  43    1.00   -5.00        0.5741
  92  43    3.00   -5.00        0.9023
  93  43    5.00   -5.00        0.9882
  94  43    7.00   -5.00        0.9767
  95  43    9.00   -5.00        0.9138
  96  43   11.00   -5.00        1.3061
  97  43   13.00   -5.00        2.0476
  98  43   15.00   -5.00        1.8691
  99  43   17.00   -5.00        0.4623
 100  43   19.00   -5.00        0.1796
 101  43   21.00   -5.00        0.2252
 102  43   23.00   -5.00        0.5311
 103  43   25.00   -5.00        0.3704
 104  43   27.00   -5.00       -0.1697
 105  43   29.00   -5.00       -0.4625
 106  43   31.00   -5.00       -0.2339
 107  43   33.00   -5.00       -0.0649
 108  43   35.00   -5.00       -0.4978
 109  43   37.00   -5.00       -0.1167
 110  43   39.00   -5.00        0.1787
 111  43   41.00   -5.00        0.4097
 112  43   43.00   -5.00        0.3048
 113  43   45.00   -5.00        0.1162
 114  43   47.00   -5.00       -0.0263
 115  43   49.00   -5.00       -0.1012
 116  43   51.00   -5.00       -0.0356
 117  43   53.00   -5.00        0.0859
 118  43   55.00   -5.00        0.0287
 119  43   57.00   -5.00        0.1140
 120  43   59.00   -5.00        0.0200
 121  43   61.00   -5.00       -0.0610
 122  43   63.00   -5.00        0.0077
 123  43   65.00   -5.00        0.1065
 124  43   67.00   -5.00        0.1168
 125  43   69.00   -5.00        0.1290
 126  43   71.00   -5.00        0.0915
 127  43   73.00   -5.00        0.1702
 128  43   75.00   -5.00        0.3783
 129  43   77.00   -5.00        0.4757
 130  43   79.00   -5.00        0.4591
 131  43   81.00   -5.00        0.3351
 132  43   83.00   -5.00        0.1976
 133  43   85.00   -5.00        0.1570
 134  43   87.00   -5.00        0.2273
 135  43   89.00   -5.00        0.2717
 136  43   91.00   -5.00        0.1947
 137  43   93.00   -5.00        0.1532
 138  43   95.00   -5.00        0.1762
 139  43   97.00   -5.00        0.2663
 140  43   99.00   -5.00        0.2731
 141  43  101.00   -5.00        0.1030
 142  43  103.00   -5.00       -0.1392
 143  43  105.00   -5.00       -0.1939
 144  43  107.00   -5.00        0.0094
 145  43  109.00   -5.00        0.0992
 146  43  111.00   -5.00        0.2616
 147  43  113.00   -5.00        0.3606
 148  43  115.00   -5.00        0.4892
 149  43  117.00   -5.00        0.5919
 150  43  119.00   -5.00        0.7000
 151  43  121.00   -5.00        0.7499
 152  43  123.00   -5.00        0.6112
 153  43  125.00   -5.00        0.9523
 154  43  127.00   -5.00        1.2383
 155  43  129.00   -5.00        1.5269
 156  43  131.00   -5.00        1.8620
 157  43  133.00   -5.00        2.0986
 158  43  135.00   -5.00        2.1800
 159  43  137.00   -5.00        2.2060
 160  43  139.00   -5.00        2.1306
 161  43  141.00   -5.00        1.6500
 162  43  143.00   -5.00        0.8453
 163  43  145.00   -5.00        0.8372
 164  43  147.00   -5.00        0.9992
 165  43  149.00   -5.00        0.8594
 166  43  151.00   -5.00        0.6736
 167  43  153.00   -5.00        0.5449
 168  43  155.00   -5.00        0.3517
 169  43  157.00   -5.00        0.1133
 170  43  159.00   -5.00        0.0965
 171  43  161.00   -5.00       -0.0349
 172  43  163.00   -5.00       -0.0810
 173  43  165.00   -5.00       -0.1907
 174  43  167.00   -5.00       -0.3107
 175  43  169.00   -5.00       -0.4007
 176  43  171.00   -5.00       -0.4523
 177  43  173.00   -5.00       -0.4760
 178  43  175.00   -5.00       -0.4918
 179  43  177.00   -5.00       -0.5263
 180  43  179.00   -5.00       -0.6132
   1  44 -179.00   -3.00       -0.8933
   2  44 -177.00   -3.00       -0.9339
   3  44 -175.00   -3.00       -0.9226
   4  44 -173.00   -3.00       -0.8806
   5  44 -171.00   -3.00       -0.8357
   6  44 -169.00   -3.00       -0.7962
   7  44 -167.00   -3.00       -0.7788
   8  44 -165.00   -3.00       -0.8159
   9  44 -163.00   -3.00       -0.8612
  10  44 -161.00   -3.00       -0.7949
  11  44 -159.00   -3.00       -0.7777
  12  44 -157.00   -3.00       -0.7954
  13  44 -155.00   -3.00       -0.8038
  14  44 -153.00   -3.00       -0.7962
  15  44 -151.00   -3.00       -0.8116
  16  44 -149.00   -3.00       -0.8580
  17  44 -147.00   -3.00       -0.8789
  18  44 -145.00   -3.00       -0.8981
  19  44 -143.00   -3.00       -0.7803
  20  44 -141.00   -3.00       -0.5797
  21  44 -139.00   -3.00       -0.5617
  22  44 -137.00   -3.00       -0.5840
  23  44 -135.00   -3.00       -0.6512
  24  44 -133.00   -3.00       -0.6422
  25  44 -131.00   -3.00       -0.4898
  26  44 -129.00   -3.00       -0.3744
  27  44 -127.00   -3.00       -0.4904
  28  44 -125.00   -3.00       -0.6218
  29  44 -123.00   -3.00       -0.8213
  30  44 -121.00   -3.00       -0.7661
  31  44 -119.00   -3.00       -0.5530
  32  44 -117.00   -3.00       -0.3981
  33  44 -115.00   -3.00       -0.3509
  34  44 -113.00   -3.00       -0.3366
  35  44 -111.00   -3.00       -0.3222
  36  44 -109.00   -3.00       -0.3969
  37  44 -107.00   -3.00       -0.1880
  38  44 -105.00   -3.00       -0.0131
  39  44 -103.00   -3.00       -0.1116
  40  44 -101.00   -3.00       -0.3081
  41  44  -99.00   -3.00       -0.4353
  42  44  -97.00   -3.00       -0.5403
  43  44  -95.00   -3.00       -0.7129
  44  44  -93.00   -3.00       -0.8342
  45  44  -91.00   -3.00       -0.5445
  46  44  -89.00   -3.00       -0.6853
  47  44  -87.00   -3.00       -1.0767
  48  44  -85.00   -3.00       -1.6565
  49  44  -83.00   -3.00       -1.6891
  50  44  -81.00   -3.00       -1.5912
  51  44  -79.00   -3.00       -0.8648
  52  44  -77.00   -3.00        0.3513
  53  44  -75.00   -3.00        0.4321
  54  44  -73.00   -3.00        0.4390
  55  44  -71.00   -3.00       -0.0727
  56  44  -69.00   -3.00       -0.2735
  57  44  -67.00   -3.00       -0.5988
  58  44  -65.00   -3.00       -0.8395
  59  44  -63.00   -3.00       -0.7742
  60  44  -61.00   -3.00       -0.6524
  61  44  -59.00   -3.00       -0.6527
  62  44  -57.00   -3.00       -0.4859
  63  44  -55.00   -3.00       -0.3111
  64  44  -53.00   -3.00       -0.1432
  65  44  -51.00   -3.00        0.0875
  66  44  -49.00   -3.00       -0.0436
  67  44  -47.00   -3.00       -0.0004
  68  44  -45.00   -3.00        0.0405
  69  44  -43.00   -3.00       -0.2745
  70  44  -41.00   -3.00       -0.8925
  71  44  -39.00   -3.00       -1.0874
  72  44  -37.00   -3.00        0.1252
  73  44  -35.00   -3.00        0.4447
  74  44  -33.00   -3.00        0.4990
  75  44  -31.00   -3.00        0.4622
  76  44  -29.00   -3.00        0.3876
  77  44  -27.00   -3.00        0.3506
  78  44  -25.00   -3.00        0.3396
  79  44  -23.00   -3.00        0.3216
  80  44  -21.00   -3.00        0.3170
  81  44  -19.00   -3.00        0.3177
  82  44  -17.00   -3.00        0.2060
  83  44  -15.00   -3.00        0.2068
  84  44  -13.00   -3.00        0.2415
  85  44  -11.00   -3.00        0.2983
  86  44   -9.00   -3.00        0.4109
  87  44   -7.00   -3.00        0.5619
  88  44   -5.00   -3.00        0.6518
  89  44   -3.00   -3.00        0.5975
  90  44   -1.00   -3.00        0.6220
  91  44    1.00   -3.00        0.7655
  92  44    3.00   -3.00        0.9162
  93  44    5.00   -3.00        1.0314
  94  44    7.00   -3.00        0.9700
  95  44    9.00   -3.00        1.1227
  96  44   11.00   -3.00        1.5282
